"id";"image";"theme";"design";"punning";"cf";"cf_url";"memo"
"556";"a4974.jpg";"马上封侯";"马 + 上 + 猴";"horse+monkey";"-";;"Meng 1991:218; Ming white jade piece, in Orientations 1991/5, p. 10; Ming jade belt hook, plate 189, Victor Shaw; in Han Dynasty there were monkey-like, winged fairies on a horse or a pixie, cf. Wenwu Guanghua Vol. 1, 112; Smith & Weng 1979:228; 王哲 捣练子 猿骑马，呈颠傻。难擒难捉怎生舍。哩ョ＊，哩ョ＊。慧刀开，齐下杀。教君认得根源也。哩ョ＊，哩ョ＊。《夷坚三志辛》卷四四《孟广威猕猴》，讲孟广威“好养马，常蓄猕猴于外厩，俗 云 cf. 避马瘟 意马心猿 #15 S321酱色釉瓷塑 仙人骑马 造型辞典 故宫月刊199/52 收藏家40/30"
"557";"a4976.jpg";"马上封侯";"马 + 上 + 猴";"horse+monkey";"-";;"Meng 1991:218; Ming white jade piece, in Orientations 1991/5, p. 10; Ming jade belt hook, plate 189, Victor Shaw; in Han Dynasty there were monkey-like, winged fairies on a horse or a pixie, cf. Wenwu Guanghua Vol. 1, 112; Smith & Weng 1979:228; 王哲 捣练子 猿骑马，呈颠傻。难擒难捉怎生舍。哩ョ＊，哩ョ＊。慧刀开，齐下杀。教君认得根源也。哩ョ＊，哩ョ＊。《夷坚三志辛》卷四四《孟广威猕猴》，讲孟广威“好养马，常蓄猕猴于外厩，俗 云 cf. 避马瘟 意马心猿 #15 S321酱色釉瓷塑 仙人骑马 造型辞典 故宫月刊199/52 收藏家40/30"
"558";"a5160.jpg";"马上封侯";"马 + 上 + 猴";"horse+monkey";"Palace Museum ed. Masterpieces of Snuff Bottles in the Palace Museum, Beijing: Forbidden City Publishing House, 1995, p. 142, pl. 139, '马上封侯 H 7.8 W 5.6cm'；";;"Meng 1991:218; Ming white jade piece, in Orientations 1991/5, p. 10; Ming jade belt hook, plate 189, Victor Shaw; in Han Dynasty there were monkey-like, winged fairies on a horse or a pixie, cf. Wenwu Guanghua Vol. 1, 112; Smith & Weng 1979:228; 王哲 捣练子 猿骑马，呈颠傻。难擒难捉怎生舍。哩ョ＊，哩ョ＊。慧刀开，齐下杀。教君认得根源也。哩ョ＊，哩ョ＊。《夷坚三志辛》卷四四《孟广威猕猴》，讲孟广威“好养马，常蓄猕猴于外厩，俗 云 cf. 避马瘟 意马心猿 #15 S321酱色釉瓷塑 仙人骑马 造型辞典 故宫月刊199/52 收藏家40/30"
"559";"a9146.jpg";"马上封侯";"马 + 上 + 猴";"horse+monkey";"故宫文物月刊 No.7, 1983, p.102, 竹雕 台北故宫博物院藏";;"Meng 1991:218; Ming white jade piece, in Orientations 1991/5, p. 10; Ming jade belt hook, plate 189, Victor Shaw; in Han Dynasty there were monkey-like, winged fairies on a horse or a pixie, cf. Wenwu Guanghua Vol. 1, 112; Smith & Weng 1979:228; 王哲 捣练子 猿骑马，呈颠傻。难擒难捉怎生舍。哩ョ＊，哩ョ＊。慧刀开，齐下杀。教君认得根源也。哩ョ＊，哩ョ＊。《夷坚三志辛》卷四四《孟广威猕猴》，讲孟广威“好养马，常蓄猕猴于外厩，俗 云 cf. 避马瘟 意马心猿 #15 S321酱色釉瓷塑 仙人骑马 造型辞典 故宫月刊199/52 收藏家40/30"
"560";"a9547.jpg";"马上封侯";"马 + 上 + 猴";"horse+monkey";"故宫文物月刊 No.107, p.21, 发晶雕 台北故宫博物院藏";;"Meng 1991:218; Ming white jade piece, in Orientations 1991/5, p. 10; Ming jade belt hook, plate 189, Victor Shaw; in Han Dynasty there were monkey-like, winged fairies on a horse or a pixie, cf. Wenwu Guanghua Vol. 1, 112; Smith & Weng 1979:228; 王哲 捣练子 猿骑马，呈颠傻。难擒难捉怎生舍。哩ョ＊，哩ョ＊。慧刀开，齐下杀。教君认得根源也。哩ョ＊，哩ョ＊。《夷坚三志辛》卷四四《孟广威猕猴》，讲孟广威“好养马，常蓄猕猴于外厩，俗 云 cf. 避马瘟 意马心猿 #15 S321酱色釉瓷塑 仙人骑马 造型辞典 故宫月刊199/52 收藏家40/30"
"561";"mashangpingan.jpg";"马上平安";"骑 + 马 + 上";"riding horse";;;"Agate snuff bottle, plate 166 in Au Hang 1993"
"562";"a5336.jpg";"满堂富贵";"海棠 + 牡丹";"crab apple+peony";"-";;"‘tang’, the second syllable of the Chinese word for the crab apple puns on ‘the hall’, the most important room in a Chinese house; ‘fugui’ means ‘wealth and privilege’, which is represented by the peony"
"563";"b0145.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"清 郑燮 题画诗六段之五 38.2x28 荣宝斋 2005，2， p. 12 ‘吉兆先期九十年’";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"564";"a3821.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"-";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"565";"a5249.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"-";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"566";"a8451.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"文物天地92/6/6郭沫若题故宫藏猫蝶砚";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"567";"a8452.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"文物天地92/6/6郭沫若题故宫藏猫蝶砚";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"568";"b0149.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"寿诞趣谈 金文男著 上海: 上海古籍出版社, 2003 p. 176 沈铨";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"569";"a9150.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"故宫文物月刊 No.2, 1983, p.46f, 张大千母曾友贞画 耄耋图";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"570";"a9210.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 4, pl.226 立轴 纸本 水墨设色 130 x 28cm 1937 王方宇藏";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"571";"a6246.jpg";"耄耋（图）";"猫 + 蝴蝶";"cat+butterfly-1";"明代绘画 书画拍卖集成 1995-2002 湖南美术出版社 2004, p. 105 戴进";;"Glass snuff bottle ca. 1736 - 1796, plate 80 in Au Hang 1993; 主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 6, pl. 189 立轴 纸本 水墨设色 139 x 35cm 1947 广州市美术馆藏"
"572";"no-image.png";"眉开双乐";"梅 + 二 + 鹿";"deer-3+prunus-3";;;"-"
"573";"a9218.jpg";"眉寿";"梅 + 二 + 绶带鸟";"long-tailed bird+prunus";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 5, pl.163 立轴 纸本 水墨设色 100 x 33cm 1943 北京市文物公司";;"Late Ming / early Qing jade carving piece, plate 285 in Ip 1983; 国立历史博物馆编辑委员会编辑, 清末民初书画艺术集, 台北: 国立历史博物馆, 1998, p. 176, C22"
"574";"a9262.jpg";"眉寿";"梅 + 二 + 绶带鸟";"long-tailed bird+prunus";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 7, pl. 74 立轴 纸本 水墨设色 102 x 34cm 1951 陕西美术家协会藏";;"Late Ming / early Qing jade carving piece, plate 285 in Ip 1983; 国立历史博物馆编辑委员会编辑, 清末民初书画艺术集, 台北: 国立历史博物馆, 1998, p. 176, C22"
"575";"a9691.jpg";"眉寿";"梅 + 二 + 绶带鸟";"long-tailed bird+prunus";"琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 287, pl.256,光绪粉彩黄地方盆";;"Late Ming / early Qing jade carving piece, plate 285 in Ip 1983; 国立历史博物馆编辑委员会编辑, 清末民初书画艺术集, 台北: 国立历史博物馆, 1998, p. 176, C22"
"576";"b1225.jpg";"眉寿";"梅 + 二 + 绶带鸟";"long-tailed bird+prunus";"-";;"Late Ming / early Qing jade carving piece, plate 285 in Ip 1983; 国立历史博物馆编辑委员会编辑, 清末民初书画艺术集, 台北: 国立历史博物馆, 1998, p. 176, C22"
"577";"a8565.jpg";"眉寿";"梅 + 松";"pine tree+prunus";"-";;"Late Ming / early Qing jade carving piece, plate 285 in Ip 1983; 国立历史博物馆编辑委员会编辑, 清末民初书画艺术集, 台北: 国立历史博物馆, 1998, p. 176, C22"
"578";"a3820.jpg";"纳福迎祥";"童子 + 蝙蝠 + 缸";"nafuyingxiang";"-";;"Meng 1991:222"
"579";"a5276.jpg";"纳福迎祥";"童子 + 蝙蝠 + 缸";"nafuyingxiang";"-";;"Meng 1991:222"
"580";"nianniandaji.jpg";"年年大吉";"鲶鱼 + 橘子";"catfish+large tangerine";;;"Meng 1991:221"
"581";"no-image.png";"年年大吉";"鲶鱼 + 鸡";"catfish+large cockerel";;;"Meng 1991:221"
"582";"a9057.jpg";"年年富贵";"鲶鱼 + 牡丹";"catfish+peony";"-";;"庄素娥 李方膺和李鱓的关系 故宫学术季刊 National Palace Museum Quarterly 第八卷第一期, pp. 111-136, pl. 3 (李方膺 年年富贵 1748)"
"583";"a9291.jpg";"年年如意";"鲶鱼 + 灵芝";"catfish+lucid ganoderma";"plate 150 in Cammann 1962, 218";;"Meng 1991:220; early 18th century jade dish, plate 220 in Ip 1983"
"584";"a9633.jpg";"年年如意";"鲶鱼 + 灵芝";"catfish+lucid ganoderma";"Christie LD96/12/16/145";;"Meng 1991:220; early 18th century jade dish, plate 220 in Ip 1983"
"585";"no-image.png";"年年如意";"鞭炮 + 如意";"firecracker+spectre";;;"Meng 1991:220; early 18th century jade dish, plate 220 in Ip 1983"
"586";"a9267.jpg";"平安多利";"苹果 + 鹌鹑 + 荔枝";"apple+quail+lychee-1";"主编郎绍君, 郭天民 齐白石全集 长沙市: 湖南美术出版社, 1996，Vol. 7, pl. 185 立轴 纸本 水墨设色 101 x 34cm 1952 辽宁省博物馆藏";;"-"
"587";"pinganfugui.jpg";"平安富贵";"苹果 + 牡丹";"apple+peony";;;"-"
"588";"fuguipingan-1.jpg";"平安富贵";"瓶 + 牡丹";"vase+peony";;;"-"
"589";"a5261.jpg";"平安如意";"瓶 + 如意";"vase+sceptre";"-";;"Meng 1991:227-8"
"590";"a5260.jpg";"平安如意";"瓶 + 如意";"vase+sceptre";"-";;"Meng 1991:227-8"
"591";"a9322.jpg";"平安如意";"苹果 + 如意";"apple+sceptre";"王树村 中国吉祥图集成 石家庄: 河北人民出版社, 1992 pl.173c part 26x24cm 河北武强";;"Meng 1991:227-8"
"592";"a3815.jpg";"平安五福自天来";"童子 + 五 + 蝙蝠";"pinganwufu";"‘boy 童子 tong zi’ could be replaced by any other figures, which conveys the same meaning ‘童子’的形象可以由其他的人像来替代";;" 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 30, pl.26, S303"
"593";"a7663.jpg";"平安五福自天来";"童子 + 五 + 蝙蝠";"pinganwufu";"意趣与机杼: '明清绘画透析国际学术讨论会' 特展图录 New interpretations of Ming & Qing paintings 上海: 上海书画出版社, 1994 pl. 59, p.81 ‘丁观鹏恭画’";;" 琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 30, pl.26, S303"
"594";"pingpinganan-1.jpg";"平平安安";"苹果";"apple";;;"-"
"595";"a4954.jpg";"平生富贵";"瓶 + 蝙蝠 + 桂花";"vase+bat+osmanthus";"-";;"Qing paper-cutting piece, plate 201 in Cao 1988； 王树村中国年画史2002/189 平升福钱"
"596";"a5370.jpg";"平升三级";"瓶 + 笙 + 三 + 戟";"vase+bamboo windpipe-1+halberd-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"597";"a5332.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"598";"a3090.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"599";"a5463.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"600";"a5464.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"601";"a3830.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"602";"s5840.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"603";"a3510.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"604";"a5231.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"605";"a5432a.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"606";"s5836.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"607";"a3914.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"In this case, pun rebus ‘ji qing 吉庆’ contained simultaneously 该图像中同时包含‘吉庆’的谐音画";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"608";"s5835.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"-";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"609";"a2803.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"Palace Museum ed. Masterpieces of Snuff Bottles in the Palace Museum, Beijing: Forbidden City Publishing House, 1995, p. 154, pl. 156, '葫芦万代 H 4 W 4cm'";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"610";"a9081.jpg";"平升三级";"瓶 + 三 + 戟";"vase+halberd-1+bushel-1";"清順治康熙朝青花瓷 陳潤民 北京: 紫禁城出版社, 2005 p. 93 pl. 49";;"Lion-Goldschmidt1978:246 Musee d'Ennery, Paris; Meng 1991:230; Qing sleeve vase in Marchant & Son 1989:68 '… a dignitary ... being brought incense …'; Ming Ceramics in the British Museum 2001:385f '… a gentleman ... is approached by a respectful servant holding a tray on which is placed an arrow vase, containing three arrows.'; Blue & White China: origins / western influences, edited by John Esten, Boston: Little, Brown and Co. 1987, p. 22, right; Such images may well puzzle people from different cultures as well as natives without the necessary knowledge. •High transitional underglazed blue and white brush pot, plate 42 in Butler 1990; ‘A man offers a dignitary a vase containing three oddly shaped wooden objects’ (p. 84, Seventeenth Century Chinese Porcelain from the Butler Family Collection, Art Services International 1990 Lion-Goldschmidt230 Jorg97/76 Yeo & Martin78PL129 S408 Butler90/84 钱66"
"611";"a9659.jpg";"平升五福";"瓶 + 笙 + 五 + 蝙蝠";"vase+bamboo windpipe-1+wufu";"王树村 中国吉祥图集成 石家庄: 河北人民出版社, 1992 pl.18 25x23cm 天津杨柳青";;"-"
"612";"a9693.jpg";"平升五福";"瓶 + 笙 + 五 + 蝙蝠";"vase+bamboo windpipe-1+wufu";"琺瑯彩・粉彩 主編葉佩蘭 香港: 商務官印書館(香港)有限公司, 1999, p. 30, pl.26,乾隆珐琅彩双连瓶";;"-"
"613";"no-image.png";"起居安吉";"枸杞 + 菊花 + 鹌鹑";"boxthorn+chrysanthemum-1+quail";;;"-"
"614";"no-image.png";"起居安吉";"枸杞 + 菊花 + 鸡";"boxthorn+chrysanthemum-1+chicken-1";;;"-"
"615";"a5305.jpg";"起居延年";"枸杞 + 菊花 + 太湖石";"boxthorn+chrysanthemum-1+longevity rock";"-";;"-"
"616";"a8575.jpg";"起居延年";"枸杞 + 菊花 + 太湖石";"boxthorn+chrysanthemum-1+longevity rock";"‘寿石’作为画面元素在此处被省略 Among the three basic visual elements of the design, both ‘Longevity Rock’ has been omitted in this case 金井紫云编 东洋画题综览，京都: 芸草堂, 1941";;"-"
